Employment,ConvertedCompYearly,Country,DevType
"Independent contractor, freelancer, or self-employed",81050,France,Front-End Developer
Employed full-time,95000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,172000,United States of America,Back-End Developer
Employed full-time,127000,United States of America,Back-End Developer
Employed full-time,77556,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,27372,Russian Federation,Back-End Developer
Employed full-time,13620,Portugal,Front-End Developer
Employed full-time,61366,Sweden,Fullstack Developer
Employed full-time,37834,Italy,Front-End Developer
Employed full-time,102102,Canada,Fullstack Developer
Employed full-time,48644,Netherlands,Mobile Developer
Employed full-time,51888,Germany,Fullstack Developer
Employed full-time,45379,Canada,Fullstack Developer
Employed full-time,1297176,Germany,Fullstack Developer
Employed full-time,94992,Romania,Fullstack Developer
Employed full-time,71850,Canada,Fullstack Developer
Employed full-time,22260,Brazil,Front-End Developer
Employed full-time,350000,United States of America,Front-End Developer
Employed full-time,36324,Lithuania,Front-End Developer
Employed full-time,265000,United States of America,Data Scientist
Employed full-time,102102,Canada,Mobile Developer
"Independent contractor, freelancer, or self-employed",10344,Mexico,Mobile Developer
Employed full-time,96000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,14400,Argentina,Front-End Developer
"Independent contractor, freelancer, or self-employed",80424,Slovakia,Mobile Developer
Employed full-time,100000,United States of America,Fullstack Developer
Employed full-time,50000,United States of America,Front-End Developer
Employed full-time,53832,Ukraine,Back-End Developer
"Independent contractor, freelancer, or self-employed",24744,Brazil,Mobile Developer
Employed full-time,73644,Sweden,Fullstack Developer
Employed full-time,225000,United States of America,Fullstack Developer
Employed full-time,310000,United States of America,Back-End Developer
Employed full-time,92500,United States of America,Front-End Developer
Employed full-time,130000,United States of America,Front-End Developer
Employed full-time,165000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,636660,India,Back-End Developer
Employed full-time,74588,Netherlands,Fullstack Developer
Employed full-time,38916,Spain,Fullstack Developer
"Independent contractor, freelancer, or self-employed",3084,Morocco,Mobile Developer
Employed full-time,70044,Netherlands,Fullstack Developer
Employed full-time,200000,United States of America,Mobile Developer
Employed full-time,255000,United States of America,Fullstack Developer
Employed full-time,105000,United States of America,Fullstack Developer
Employed full-time,275000,United States of America,Front-End Developer
Employed full-time,120000,United States of America,Front-End Developer
Employed full-time,54481,Spain,Front-End Developer
Employed full-time,42000,Serbia,Developer_ desktop or enterprise applications
Employed full-time,8712,Belarus,Engineer_ data
"Independent contractor, freelancer, or self-employed",16668,Peru,Mobile Developer
Employed full-time,58368,Germany,Front-End Developer
Employed full-time,80000,United States of America,Front-End Developer
Employed full-time,150000,United States of America,Front-End Developer
Employed full-time,13718,Nigeria,Back-End Developer
Employed full-time,105000,United States of America,Front-End Developer
Employed full-time,570756,Ireland,Fullstack Developer
Employed full-time,25128,India,Mobile Developer
Employed full-time,108098,Italy,Developer_ embedded applications or devices
Employed full-time,34836,Croatia,Mobile Developer
Employed full-time,28536,Portugal,Back-End Developer
Employed full-time,125000,United States of America,Front-End Developer
Employed full-time,59454,France,Front-End Developer
Employed full-time,43239,Italy,Mobile Developer
Employed full-time,36750,New Zealand,Mobile Developer
Employed full-time,210000,United States of America,Database administrator
Employed full-time,38784,Mexico,Fullstack Developer
Employed full-time,21996,Brazil,Academic researcher
Employed full-time,145000,United States of America,Developer_ desktop or enterprise applications
"Independent contractor, freelancer, or self-employed",84000,United States of America,Fullstack Developer
"Independent contractor, freelancer, or self-employed",54049,France,Fullstack Developer
"Independent contractor, freelancer, or self-employed",75000,United States of America,Front-End Developer
Employed full-time,56723,Canada,Back-End Developer
"Independent contractor, freelancer, or self-employed",41508,Spain,Front-End Developer
"Independent contractor, freelancer, or self-employed",1089096,Canada,Mobile Developer
Employed full-time,75492,Russian Federation,Front-End Developer
Employed full-time,29088,Mexico,Front-End Developer
Employed full-time,64630,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,116772,Argentina,Mobile Developer
Employed full-time,27000,Nigeria,Back-End Developer
Employed full-time,18444,Peru,Fullstack Developer
Employed full-time,12000,Zimbabwe,Mobile Developer
Employed full-time,38784,Mexico,Fullstack Developer
"Independent contractor, freelancer, or self-employed",93072,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,59500,United States of America,Fullstack Developer
Employed full-time,20784,Czech Republic,Academic researcher
Employed full-time,90000,United States of America,Fullstack Developer
Employed part-time,18000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,129718,Germany,Fullstack Developer
Employed full-time,97000,United States of America,Front-End Developer
Employed full-time,27768,Bolivia,Fullstack Developer
Employed full-time,71796,Israel,DevOps specialist
Employed full-time,80000,United States of America,Fullstack Developer
"Independent contractor, freelancer, or self-employed",60984,France,Fullstack Developer
Employed part-time,18000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,135000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,34591,Spain,Mobile Developer
"Independent contractor, freelancer, or self-employed",175116,Israel,Developer_ desktop or enterprise applications
Employed full-time,38915,Spain,Mobile Developer
Employed full-time,130000,United States of America,Developer_ desktop or enterprise applications
Employed full-time,820344,New Zealand,Mobile Developer
"Independent contractor, freelancer, or self-employed",13176,Indonesia,Mobile Developer
Employed full-time,59676,Germany,Developer_ desktop or enterprise applications
"Independent contractor, freelancer, or self-employed",38928,Argentina,Mobile Developer
Employed full-time,95000,United States of America,Mobile Developer
Employed full-time,91020,Ukraine,Mobile Developer
Employed full-time,110000,United States of America,Data Scientist
Employed full-time,80000,United States of America,Mobile Developer
Employed full-time,144730,Denmark,Mobile Developer
Employed full-time,95000,United States of America,Front-End Developer
Employed full-time,129718,Ireland,Fullstack Developer
Employed full-time,43239,Italy,Developer_ desktop or enterprise applications
Employed full-time,115000,United States of America,Mobile Developer
Employed full-time,71340,Germany,Fullstack Developer
Employed full-time,48644,Italy,Front-End Developer
Employed full-time,62697,France,Fullstack Developer
Employed full-time,195000,United States of America,Engineer_ data
"Independent contractor, freelancer, or self-employed",9480,Jordan,Fullstack Developer
Employed full-time,33624,South Africa,Mobile Developer
Employed full-time,140000,United States of America,Front-End Developer
Employed full-time,79413,Canada,Front-End Developer
Employed full-time,64630,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,18150,India,Fullstack Developer
Employed full-time,28584,Brazil,Fullstack Developer
"Independent contractor, freelancer, or self-employed",27492,Brazil,Fullstack Developer
Employed part-time,6468,Mexico,Front-End Developer
Employed full-time,13740,Brazil,Mobile Developer
Employed full-time,843168,France,Front-End Developer
Employed full-time,150000,United States of America,Mobile Developer
Employed part-time,43426,Australia,Front-End Developer
"Independent contractor, freelancer, or self-employed",142185,United Kingdom of Great Britain and Northern Ireland,Front-End Developer
Employed full-time,136000,United States of America,Front-End Developer
Employed full-time,230000,United States of America,Fullstack Developer
Employed full-time,130000,United States of America,Fullstack Developer
Employed full-time,41885,India,Developer_ desktop or enterprise applications
Employed full-time,40500,Poland,Mobile Developer
Employed full-time,54000,Russian Federation,Front-End Developer
"Independent contractor, freelancer, or self-employed",35316,Dominican Republic,Mobile Developer
"Independent contractor, freelancer, or self-employed",122796,United Kingdom of Great Britain and Northern Ireland,Back-End Developer
Employed full-time,972888,Germany,Mobile Developer
Employed full-time,139000,United States of America,Fullstack Developer
Employed full-time,144000,United States of America,Developer_ desktop or enterprise applications
"Independent contractor, freelancer, or self-employed",996684,New Zealand,Mobile Developer
